name,age,mer,mer_type,mer_age,insurancecompany,policynumber,deathbenefit,productname,client,gmbh_num,change_owner_sent_date,aniversarydate,premiumadvancedate,max_anni_review_date,last_coi_date,date_addl_prem_due,calc_method,product_carrier_take_coi_age,date_addl_prem_paid,date_carrier_confirmed_premium,annualstatementdate,view_policy_value_stmt_req_latest_annual_stmt.request_sent_by,view_policy_value_stmt_req_latest_annual_stmt.date_received,view_policy_value_stmt_req_latest_policy_values.request_sent_by,view_policy_value_stmt_req_latest_policy_values.date_received,rerequest,request_made_by,request_sent_via,fpdate,reason,illustration_rec,view_illustration_latest_scenario1_service.illustration_issue,view_illustration_latest_scenario1_service.filetime,product_carrier_will_run_minpa,view_illustration_latest_select_scenarios_2.illustration run date,view_illustration_latest_select_scenarios_2.illustration_issue,min pay illustration age,view_illustration_latest_other.illustration run date,view_illustration_latest_other.illustration_issue,other illustration age,date_of_death,kbc_decision,date_request_made,request_sent_to,date_submitted_carrier,view_policy_value_stmt_req_latest_voc.request_sent_by,view_policy_value_stmt_req_latest_voc.most_recent_received,view_policy_value_stmt_req_latest_voc.complete_flag,coll_rel_agrmnt_date,viewlatest_rate_increase_notification.correspondence_type,date_recvd,effective_date,gender,dob,issueage,sub_tracking_ssn_d,ssn_issue,mpic_provider,mpic_effectivedate,stateofissue,policy_type,product_type,death_benefit_type,note_purchaser,endorsee,policiesid,program,view_policy_consolidated.provider,ilittrustee,loanagreementdate,view_policy_value_stmt_req_latest_policy_values.complete_flag,request_made,view_policy_value_stmt_req_latest_policy_values.most_recent_received,strike_price_paid,adj_strike_price_check,original_strike_price_check,rerequest_check,age_of_illustration,ltr_22_month_response,confirmed_lapse_date,rate_increase,new_owner_name,request_type,view_policy_lonsdale_status_latest.status,payoff_date_service,purchaser,view_best_purchaser_offer_accepted.provider,owner,policies.status,cv,csv,monthly_ga,annual_ga,shaow_acct,coi_estimated,view_policy_value_stmt_req_latest_annual_stmt.most_recent_submitted_carrier,view_policy_value_stmt_req_latest_policy_values.most_recent_submitted_carrier,view_policy_performance_latest.filetime,view_latest_rate_change_notification.correspondence_type,date request sent to carrier,view_illustration_latest_select_scenarios.illustration run date,ssn,mer_need_sep_req,rop,total_death_benefit,db_change,partial_surrender_amount,nullnumberforcrystal,illustration open
"Icaza, Ricardo",83.93,NULL,NULL,NULL,Phoenix,97523111,7000000.00,PAUL III 0906,,NULL,2010-03-18 16:25:22.000,2007-06-17 07:00:00.000,NULL,2016-06-30 07:00:00.000,2017-07-17 07:00:00.000,2017-08-17 07:00:00.000,NULL,100,2017-06-09 07:00:00.000,2017-06-13 18:37:49.673,2017-06-16 21:56:03.000,Crystal,2009-06-22 21:53:03.000,Shannon,2017-07-24 17:02:51.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 19:44:47.000,NULL,2017-02-24 19:45:24.667,Yes,2017-02-07 19:45:59.000,NULL,9.533201,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:22:21.000,Crystal,2011-05-24 21:55:33.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-06-17 07:00:00.000,Male,1933-12-18 08:00:00.000,73,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A004GG3,8,Midas,"Schiffer, Scott",2007-10-05 16:02:04.000,Yes,2017-02-07 19:44:39.000,2017-07-24 17:02:51.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,2009-06-19 16:06:04.000,2017-07-24 17:02:44.000,2017-07-10 21:56:22.097,Rate Increase Notification,2017-02-07 19:45:40.000,2017-02-07 19:45:59.000,547448472,NULL,F,7000000.0000,NULL,NULL,NULL,NULL
"Icaza, Ricardo",83.93,NULL,NULL,NULL,Phoenix,97523106,7000000.00,PAUL III 0906,,NULL,2010-03-18 16:25:03.000,2007-06-17 07:00:00.000,NULL,2016-06-30 07:00:00.000,2017-07-17 07:00:00.000,2017-08-17 07:00:00.000,NULL,100,2017-06-09 07:00:00.000,2017-06-13 18:36:56.447,2017-06-16 21:54:34.000,Crystal,2009-06-22 21:48:49.000,Shannon,2017-07-24 17:02:28.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 19:41:49.000,NULL,2017-02-24 19:42:30.383,Yes,2017-02-07 19:42:58.000,NULL,9.533201,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:22:46.000,Crystal,2011-05-24 21:57:55.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-06-17 07:00:00.000,Male,1933-12-18 08:00:00.000,73,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A004GG1,8,Midas,"Schiffer, Scott",2007-10-05 15:29:15.000,Yes,2017-02-07 19:41:43.000,2017-07-24 17:02:28.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,2009-06-19 16:03:10.000,2017-07-24 17:02:22.000,2017-07-10 21:54:54.983,Rate Increase Notification,2017-02-07 19:42:44.000,2017-02-07 19:42:58.000,547448472,NULL,F,7000000.0000,NULL,NULL,NULL,NULL
"Icaza, Ricardo",83.93,NULL,NULL,NULL,Phoenix,97523115,7000000.00,PAUL III 0906,,NULL,2010-03-18 16:24:49.000,2007-06-17 07:00:00.000,NULL,2016-06-30 07:00:00.000,2017-07-17 07:00:00.000,2017-08-17 07:00:00.000,NULL,100,2017-06-09 07:00:00.000,2017-06-13 18:38:31.717,2017-06-16 23:13:25.000,Crystal,2009-06-22 21:46:20.000,Shannon,2017-07-24 17:03:11.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 22:40:21.000,NULL,2017-02-24 22:41:43.950,Yes,2017-02-07 22:42:21.000,NULL,9.533201,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:22:00.000,Crystal,2011-05-23 18:36:58.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-06-17 07:00:00.000,Male,1933-12-18 08:00:00.000,73,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A004GG0,8,Midas,"Schiffer, Scott",2007-10-05 15:29:05.000,Yes,2017-02-07 22:40:13.000,2017-07-24 17:03:11.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,2009-06-19 16:02:18.000,2017-07-24 17:03:05.000,2017-07-10 23:13:35.850,Rate Increase Notification,2017-02-07 22:42:14.000,2017-02-07 22:42:21.000,547448472,NULL,F,7000000.0000,NULL,NULL,NULL,NULL
"Serbin, Martin",84.33,NULL,NULL,NULL,Phoenix,97513947,10000000.00,PAUL II,,NULL,2010-02-04 23:51:31.000,2005-07-22 23:33:52.000,NULL,2016-08-17 07:00:00.000,2017-07-22 07:00:00.767,2017-09-22 07:00:00.767,NULL,100,2017-07-06 07:00:00.000,2017-07-07 16:58:40.893,2016-07-21 20:49:51.000,Kathy,2010-07-27 21:01:49.000,Shannon,2017-04-13 19:06:23.000,NULL,NULL,NULL,NULL,NULL,2017-02-14 21:22:11.000,NULL,2017-02-23 21:23:03.927,Yes,2017-02-14 21:20:48.000,NULL,9.303090,2011-07-27 15:56:53.000,NULL,76.002629,NULL,NULL,2010-10-21 23:53:23.000,Trust,2010-10-22 16:58:28.000,Sabine,2010-10-22 21:01:18.000,Yes,NULL,Rate Increase Notification,2010-03-29 07:00:00.000,2010-07-22 07:00:00.000,Male,1933-07-25 07:00:00.000,72,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,Spurling Group II LLC,Q6UJ9A00210A,0,MCC,NULL,2005-08-18 08:00:00.000,Yes,2017-02-14 21:22:05.000,2017-04-13 19:06:23.000,NULL,NULL,NULL,F,9.303090,Surrender,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,F,T,F,F,F,F,2010-07-23 16:22:47.000,2017-04-13 19:06:16.000,2016-08-17 20:50:51.243,Rate Increase Notification,2017-02-14 21:20:40.000,2017-02-14 21:20:48.000,202267505,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Rodgers, Doris",89.47,NULL,NULL,NULL,Phoenix,97522990,5000000.00,PAUL III 0906,,NULL,2011-03-12 00:42:21.000,2007-08-02 18:20:11.000,NULL,2016-08-31 07:00:00.000,2017-07-02 07:00:00.000,2017-09-02 07:00:00.000,NULL,100,2017-07-26 07:00:00.000,2017-07-27 16:44:22.950,2016-08-01 15:57:24.000,Crystal,2009-08-14 21:57:20.000,Shannon,2017-04-25 18:53:48.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 19:21:17.000,NULL,2017-02-24 19:22:08.687,Yes,2017-02-07 19:22:46.000,NULL,9.533201,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 21:52:02.000,Sabine,2011-05-24 15:36:35.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-08-02 07:00:00.000,Female,1928-06-04 07:00:00.000,79,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A0049MP,9,Oceanus,"Harvey, John",2007-08-17 08:00:00.000,Yes,2017-02-07 19:21:05.000,2017-04-25 18:53:48.000,2009-07-31 13:36:23.000,NULL,T,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2009-08-12 21:40:24.000,2017-04-25 18:53:41.000,2016-08-31 15:57:46.967,Rate Increase Notification,2017-02-07 19:22:38.000,2017-02-07 19:22:46.000,159228308,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Rosenblum, Rosalind",85.4,NULL,NULL,NULL,Phoenix,97522284,5000000.00,PAUL III 0906,,NULL,2011-04-15 22:40:25.000,2007-06-05 07:00:00.000,NULL,2016-06-22 07:00:00.000,2017-07-05 07:00:00.123,2017-09-05 07:00:00.123,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:19:35.067,2017-06-04 22:01:23.000,Crystal,2009-06-15 16:36:52.000,Shannon,2017-06-06 15:30:34.000,NULL,NULL,NULL,NULL,NULL,2017-01-25 17:36:16.000,NULL,2017-02-24 17:37:18.423,Yes,2017-01-25 17:37:53.000,NULL,9.960552,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 21:54:19.000,Kathy,2011-05-23 07:00:00.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-06-05 07:00:00.000,Female,1932-07-02 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003MP1,9,Oceanus,"Kappos, Chris",2007-06-20 08:00:00.000,Yes,2017-01-25 17:36:04.000,2017-06-06 15:30:34.000,2009-05-26 11:32:08.000,NULL,T,F,9.960552,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1:Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2009-06-10 17:34:06.000,2017-06-06 15:30:29.000,2017-06-21 22:02:06.807,Rate Increase Notification,2017-01-25 17:37:41.000,2017-01-25 17:37:53.000,265846084,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Rosenstein, Jacqueline",83.69,NULL,NULL,NULL,Phoenix,97521739,3500000.00,PAUL III 0906,,NULL,2011-03-31 22:28:15.000,2007-05-04 23:37:23.000,NULL,2017-05-17 07:00:00.000,2017-07-04 07:00:00.713,2017-09-04 07:00:00.713,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:22:04.660,2017-05-03 21:21:19.000,Shannon,2012-05-14 23:52:26.000,Shannon,2017-06-06 15:30:13.000,NULL,NULL,NULL,NULL,NULL,2017-01-25 17:23:18.000,NULL,2017-02-24 17:24:51.807,Yes,2017-01-25 17:25:32.000,NULL,9.960552,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:10:24.000,Kathy,2011-05-24 16:02:12.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-05-04 07:00:00.000,Female,1934-03-16 08:00:00.000,73,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003N9U,11,Oceanus,"Williams, D. John",2007-06-01 08:00:00.000,Yes,2017-01-25 17:22:56.000,2017-06-06 15:30:13.000,2009-07-01 12:38:24.000,NULL,T,F,9.960552,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2012-05-14 16:49:03.000,2017-06-06 15:30:08.000,2017-05-17 21:22:04.423,Rate Increase Notification,2017-01-25 17:25:16.000,2017-01-25 17:25:32.000,098265387,NULL,F,3500000.0000,NULL,NULL,NULL,NULL
"Searle, Lorna",80.71,NULL,NULL,NULL,Phoenix,97525795,6000000.00,PAUL III 1107,,NULL,2010-04-26 17:59:23.000,2008-03-11 17:29:11.000,NULL,2017-04-05 07:00:00.000,2017-07-11 07:00:00.080,2017-09-11 07:00:00.080,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:23:43.027,2017-03-10 22:26:46.000,Crystal,2010-03-23 15:39:24.000,Shannon,2017-04-25 18:55:18.000,NULL,NULL,NULL,NULL,NULL,2017-02-13 19:36:34.000,NULL,2017-02-24 19:37:27.540,Yes,2017-02-13 19:35:09.000,NULL,9.335963,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:13:14.000,Kathy,2011-05-23 18:33:20.000,Yes,NULL,Rate Increase Notification,2011-10-17 07:00:00.000,2012-03-11 08:00:00.000,Female,1937-03-09 08:00:00.000,71,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A0060ZW,9,Oceanus,"Nelson, J. Richard",2008-03-27 08:00:00.000,Yes,2017-02-13 19:36:29.000,2017-04-25 18:55:18.000,2010-01-28 13:40:03.000,NULL,T,F,9.335963,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2010-03-18 17:31:15.000,2017-04-25 18:55:10.000,2017-03-23 21:27:50.577,Rate Increase Notification,2017-02-13 19:35:03.000,2017-02-13 19:35:09.000,572504948,NULL,F,6000000.0000,NULL,NULL,NULL,NULL
"Shon, Richard",84.29,NULL,NULL,NULL,Phoenix,97522302,5500000.00,PAUL III 0906,,NULL,2011-03-24 23:38:25.000,2007-02-10 08:00:00.000,NULL,2017-04-05 07:00:00.000,2017-07-10 07:00:00.730,2017-09-10 07:00:00.730,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:26:14.677,2017-02-09 22:28:23.000,Crystal,2010-02-25 21:01:45.000,Shannon,2017-04-25 18:55:46.000,NULL,NULL,NULL,NULL,NULL,2017-01-27 17:52:22.000,NULL,2017-02-24 17:53:06.730,Yes,2017-01-27 17:53:45.000,NULL,9.894806,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:24:05.000,Sabine,2011-05-23 17:14:07.000,Yes,NULL,Rate Increase Notification,2011-10-17 07:00:00.000,2012-02-10 08:00:00.000,Male,1933-08-10 07:00:00.000,73,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003IKO,9,Oceanus,"Radder, C. Kathy",2007-06-27 08:00:00.000,Yes,2017-01-27 17:52:12.000,2017-04-25 18:55:46.000,2009-04-29 11:07:04.000,NULL,T,F,9.894806,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1:Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2010-02-24 16:40:12.000,2017-04-25 18:55:40.000,2017-03-09 22:29:45.960,Rate Increase Notification,2017-01-27 17:53:33.000,2017-01-27 17:53:45.000,391284443,NULL,F,5500000.0000,NULL,NULL,NULL,NULL
"Adkins, Cynthia",80.61,NULL,NULL,NULL,Phoenix,97526119,2500000.00,PAUL III 1107,,NULL,2010-10-05 22:24:44.000,2008-06-02 08:00:00.000,NULL,2016-06-16 07:00:00.000,2017-07-02 07:00:00.557,2017-09-02 07:00:00.557,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:36:21.497,2017-06-01 21:44:38.000,NULL,NULL,Shannon,2017-06-05 15:22:15.000,NULL,NULL,NULL,NULL,NULL,2017-02-13 19:43:04.000,NULL,2017-02-24 19:43:54.767,Yes,2017-02-13 19:41:34.000,NULL,9.335963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-06-02 07:00:00.000,Female,1937-04-17 08:00:00.000,71,NULL,NULL,NULL,NULL,MN,Single Life,UL,Level,NULL,NULL,Q6UJ9A0098ZH,24,PFG,NULL,2008-06-20 08:00:00.000,Yes,2017-02-13 19:42:57.000,2017-06-05 15:22:15.000,NULL,NULL,NULL,F,9.335963,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",NULL,Surrender,NULL,NULL,NULL,Pacifica,Surrender,F,T,F,F,F,F,NULL,2017-06-05 15:22:09.000,2017-06-14 21:45:09.710,Rate Increase Notification,2017-02-13 19:41:28.000,2017-02-13 19:41:34.000,091406402,NULL,F,2500000.0000,NULL,NULL,NULL,NULL
"Agran, Marvin",84.77,NULL,NULL,NULL,Phoenix,97514311,5000000.00,PAUL II,,NULL,2009-05-01 23:56:40.000,2005-08-13 07:00:00.000,NULL,2016-09-12 07:00:00.000,2017-07-13 07:00:00.000,2017-09-13 07:00:00.000,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:38:20.347,2016-08-12 23:36:31.000,NULL,NULL,Lauren,2017-04-25 16:10:59.000,NULL,NULL,NULL,NULL,NULL,2017-02-14 21:44:11.000,NULL,2017-02-23 21:45:06.883,Yes,2017-02-14 21:42:10.000,NULL,9.303090,2011-07-25 20:04:59.000,NULL,76.068376,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:08:42.000,Ashley,2011-05-24 16:06:36.000,Yes,NULL,Rate Increase Notification,2010-03-23 07:00:00.000,2010-08-13 07:00:00.000,Male,1933-02-14 08:00:00.000,72,NULL,NULL,NULL,NULL,RI,Single Life,UL,Level,NULL,NULL,Q6UJ9A008G28,21,Midas,NULL,NULL,Yes,2017-02-14 21:44:06.000,2017-04-25 16:10:59.000,NULL,NULL,NULL,F,9.303090,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,NULL,2017-04-25 16:10:53.000,2016-09-08 23:37:01.930,Rate Increase Notification,2017-02-14 21:42:05.000,2017-02-14 21:42:10.000,090304886,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Andrews, William D.",81.16,NULL,NULL,NULL,Phoenix,97526073,1072500.00,PAUL III 0707,,NULL,NULL,2007-12-14 11:00:00.000,NULL,2017-01-05 08:00:00.000,2017-07-14 07:00:00.803,2017-09-14 07:00:00.803,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:39:32.753,2016-12-13 21:52:35.000,NULL,NULL,Lauren,2017-04-25 16:11:41.000,NULL,NULL,NULL,NULL,NULL,2017-02-13 19:39:43.000,NULL,2017-02-24 19:40:27.427,Yes,2017-02-13 19:38:26.000,NULL,9.335963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rate Increase Notification,2014-03-28 16:16:06.000,2011-11-01 16:16:15.000,male,1936-09-27 08:00:00.000,71,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A0095BU,201,Fortress,NULL,NULL,Yes,2017-02-13 19:39:34.000,2017-04-25 16:11:41.000,NULL,NULL,NULL,F,9.335963,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-04-25 16:11:35.000,2017-01-05 21:53:36.783,Rate Increase Notification,2017-02-13 19:38:20.000,2017-02-13 19:38:26.000,191288624,NULL,F,1072500.0000,NULL,NULL,NULL,NULL
"Spiegel, Melvyn",80.34,NULL,NULL,NULL,Phoenix,97523889,3000000.00,PAUL III 0906,,NULL,2011-04-12 22:58:24.000,2007-09-06 07:00:00.000,NULL,2016-09-30 07:00:00.000,2017-07-06 07:00:00.017,2017-09-06 07:00:00.017,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:28:08.967,2016-09-05 20:04:39.000,Crystal,2010-09-17 18:58:07.000,Shannon,2017-04-25 18:56:15.000,NULL,NULL,NULL,NULL,NULL,2017-02-03 21:28:37.000,NULL,2017-02-24 21:29:33.967,Yes,2017-02-03 21:30:30.000,NULL,9.664694,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 19:56:49.000,Kathy,2011-05-20 17:35:00.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-09-06 07:00:00.000,Male,1937-07-24 07:00:00.000,70,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003T14,10,Oceanus,"Burbank, M. William",2007-12-18 08:00:00.000,Yes,2017-02-03 21:28:32.000,2017-04-25 18:56:15.000,2009-08-18 09:10:35.000,T,NULL,F,9.664694,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2010-09-14 17:23:02.000,2017-04-25 18:56:08.000,2016-09-23 20:05:02.773,Rate Increase Notification,2017-02-03 21:30:05.000,2017-02-03 21:30:30.000,134286670,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
"Bandklayder, Adelle",91.72,NULL,NULL,NULL,Phoenix,97516269,2500000.00,PAUL II,,NULL,2009-05-01 23:55:57.000,2006-02-01 08:00:00.000,NULL,2017-03-29 07:00:00.000,2017-07-01 07:00:00.757,2017-09-01 07:00:00.757,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:40:50.703,2017-01-31 18:52:06.000,NULL,NULL,Lauren,2017-04-25 16:14:39.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 21:44:36.000,NULL,2017-02-23 21:45:47.227,Yes,2017-02-07 21:46:23.000,NULL,9.533201,2011-07-25 21:17:16.000,NULL,76.068376,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:09:58.000,Ashley,2011-05-24 16:03:45.000,Yes,NULL,Rate Increase Notification,2010-03-12 08:00:00.000,2011-02-01 08:00:00.000,Female,1926-03-05 08:00:00.000,80,NULL,NULL,NULL,NULL,DE,Single Life,UL,ROP,NULL,NULL,Q6UJ9A008C2I,21,Midas,NULL,NULL,Yes,2017-02-07 21:44:07.000,2017-04-25 16:14:39.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,NULL,2017-04-25 16:14:33.000,2017-02-24 18:52:45.823,Rate Increase Notification,2017-02-07 21:46:15.000,2017-02-07 21:46:23.000,117185090,NULL,T,4655721.6300,NULL,NULL,NULL,NULL
"Barbu, Myo Hwan",85.57,NULL,NULL,NULL,Phoenix,97524036,7000000.00,PAUL III 0707,,NULL,2009-12-18 00:03:03.000,2007-09-10 21:32:56.000,NULL,2016-10-12 07:00:00.000,2017-07-10 07:00:00.897,2017-09-10 07:00:00.897,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:43:37.847,2016-09-09 15:23:59.000,Sabine/Crystal,2010-10-08 21:19:06.000,Lauren,2017-04-25 16:15:39.000,NULL,NULL,NULL,NULL,NULL,2017-02-06 21:36:53.000,NULL,2017-02-24 21:38:26.237,Yes,2017-02-06 21:39:30.000,NULL,9.566074,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:20:04.000,Crystal,2011-05-23 18:38:57.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-09-10 07:00:00.000,Female,1932-04-29 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A004BYQ,8,Midas,"Temple, M. James",2007-11-16 13:52:49.000,Yes,2017-02-06 21:36:45.000,2017-04-25 16:15:39.000,NULL,NULL,NULL,F,9.566074,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,2010-10-05 16:03:06.000,2017-04-25 16:15:34.000,2016-10-06 15:24:19.230,Rate Increase Notification,2017-02-06 21:39:15.000,2017-02-06 21:39:30.000,562688824,NULL,F,7000000.0000,NULL,NULL,NULL,NULL
"Stephen, John W.",86.63,NULL,NULL,NULL,Phoenix,97522948,3000000.00,PAUL III 0906,,NULL,2011-03-24 23:49:52.000,2007-08-01 21:54:05.000,NULL,2016-08-31 07:00:00.000,2017-07-01 07:00:00.000,2017-09-01 07:00:00.000,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:41:48.257,2016-07-31 15:55:59.000,Crystal,2009-08-14 15:14:44.000,Shannon,2017-04-25 18:56:47.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 19:12:39.000,NULL,2017-02-24 19:13:28.083,Yes,2017-02-07 19:13:55.000,NULL,9.533201,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 21:51:48.000,Sabine,2011-05-23 07:00:00.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-08-01 07:00:00.000,Male,1931-04-08 07:00:00.000,76,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003L0Z,9,Oceanus,"Williams, D. Catherine",2007-08-15 08:00:00.000,Yes,2017-02-07 19:12:33.000,2017-04-25 18:56:47.000,2009-07-08 14:09:12.000,NULL,T,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,NULL,2017-04-25 18:56:41.000,2016-08-31 15:56:21.973,Rate Increase Notification,2017-02-07 19:13:47.000,2017-02-07 19:13:55.000,293246818,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
